2026-09-21 14:44:05,AAPL,338.87,335.20
2026-09-21 14:44:05,GOOGL,355.16,350.67
2026-09-21 14:44:05,MSFT,498.14,495.58
2026-09-21 14:44:35,AAPL,338.89,335.20
2026-09-21 14:44:35,GOOGL,355.26,350.67
2026-09-21 14:44:35,MSFT,498.10,495.58
2026-09-21 14:45:06,AAPL,338.95,335.20
2026-09-21 14:45:06,GOOGL,355.12,350.67
2026-09-21 14:45:06,MSFT,498.17,495.58
2026-09-21 14:45:36,AAPL,338.95,335.20
2026-09-21 14:45:36,GOOGL,355.07,350.67
2026-09-21 14:45:36,MSFT,498.19,495.58
2026-09-21 14:46:06,AAPL,339.01,335.20
2026-09-21 14:46:06,GOOGL,355.10,350.67
2026-09-21 14:46:06,MSFT,498.11,495.58
2026-09-21 14:46:37,AAPL,338.89,335.20
2026-09-21 14:46:37,GOOGL,355.06,350.67
2026-09-21 14:46:37,MSFT,498.49,495.58
2026-09-21 14:47:07,AAPL,338.84,335.20
2026-09-21 14:47:07,GOOGL,355.12,350.67
2026-09-21 14:47:07,MSFT,498.49,495.58
2026-09-21 14:47:38,AAPL,338.75,335.20
2026-09-21 14:47:38,GOOGL,355.19,350.67
2026-09-21 14:47:38,MSFT,498.75,495.58
2026-09-21 14:48:08,AAPL,338.76,335.20
2026-09-21 14:48:08,GOOGL,355.16,350.67
2026-09-21 14:48:08,MSFT,499.33,495.58
2026-09-21 14:48:39,AAPL,338.53,335.20
2026-09-21 14:48:39,GOOGL,355.28,350.67
2026-09-21 14:48:39,MSFT,499.31,495.58
2026-09-21 14:49:09,AAPL,338.62,335.20
2026-09-21 14:49:09,GOOGL,354.94,350.67
2026-09-21 14:49:09,MSFT,498.98,495.58
2026-09-21 14:49:39,AAPL,338.68,335.20
2026-09-21 14:49:39,GOOGL,354.93,350.67
2026-09-21 14:49:39,MSFT,499.08,495.58
2026-09-21 14:50:10,AAPL,338.69,335.20
2026-09-21 14:50:10,GOOGL,354.91,350.67
2026-09-21 14:50:10,MSFT,498.88,495.58
2026-09-21 14:50:40,AAPL,338.83,335.20
2026-09-21 14:50:40,GOOGL,355.08,350.67
2026-09-21 14:50:40,MSFT,499.00,495.58
2026-09-21 14:51:11,AAPL,338.72,335.20
2026-09-21 14:51:11,GOOGL,355.09,350.67
2026-09-21 14:51:11,MSFT,498.91,495.58
2026-09-21 14:51:41,AAPL,338.74,335.20
2026-09-21 14:51:41,GOOGL,355.08,350.67
2026-09-21 14:51:41,MSFT,498.59,495.58
2026-09-21 14:52:12,AAPL,338.78,335.20
2026-09-21 14:52:12,GOOGL,355.25,350.67
2026-09-21 14:52:12,MSFT,498.69,495.58
2026-09-21 14:52:42,AAPL,338.73,335.20
2026-09-21 14:52:42,GOOGL,355.14,350.67
2026-09-21 14:52:42,MSFT,498.72,495.58
2026-09-21 14:53:13,AAPL,338.70,335.20
2026-09-21 14:53:13,GOOGL,355.25,350.67
2026-09-21 14:53:13,MSFT,498.54,495.58
2026-09-21 14:53:43,AAPL,338.82,335.20
2026-09-21 14:53:43,GOOGL,355.58,350.67
2026-09-21 14:53:43,MSFT,498.50,495.58
2026-09-21 14:54:13,AAPL,338.86,335.20
2026-09-21 14:54:13,GOOGL,355.50,350.67
2026-09-21 14:54:13,MSFT,498.51,495.58
2026-09-21 14:54:44,AAPL,338.83,335.20
2026-09-21 14:54:44,GOOGL,355.55,350.67
2026-09-21 14:54:44,MSFT,498.36,495.58
2026-09-21 14:55:14,AAPL,338.80,335.20
2026-09-21 14:55:14,GOOGL,355.47,350.67
2026-09-21 14:55:14,MSFT,498.40,495.58
2026-09-21 14:55:45,AAPL,338.70,335.20
2026-09-21 14:55:45,GOOGL,355.16,350.67
2026-09-21 14:55:45,MSFT,498.40,495.58
2026-09-21 14:56:15,AAPL,338.71,335.20
2026-09-21 14:56:15,GOOGL,355.09,350.67
2026-09-21 14:56:15,MSFT,498.46,495.58
2026-09-21 14:56:46,AAPL,338.66,335.20
2026-09-21 14:56:46,GOOGL,354.92,350.67
2026-09-21 14:56:46,MSFT,498.41,495.58
2026-09-21 14:57:16,AAPL,338.71,335.20
2026-09-21 14:57:16,GOOGL,354.89,350.67
2026-09-21 14:57:16,MSFT,498.33,495.58
2026-09-21 14:57:47,AAPL,338.70,335.20
2026-09-21 14:57:47,GOOGL,354.86,350.67
2026-09-21 14:57:47,MSFT,498.37,495.58
2026-09-21 14:58:17,AAPL,338.69,335.20
2026-09-21 14:58:17,GOOGL,354.77,350.67
2026-09-21 14:58:17,MSFT,498.10,495.58
2026-09-21 14:58:48,AAPL,338.64,335.20
2026-09-21 14:58:48,GOOGL,354.75,350.67
2026-09-21 14:58:48,MSFT,497.97,495.58
2026-09-21 14:59:18,AAPL,338.59,335.20
2026-09-21 14:59:18,GOOGL,354.79,350.67
2026-09-21 14:59:18,MSFT,497.99,495.58
2026-09-21 14:59:49,AAPL,338.68,335.20
2026-09-21 14:59:49,GOOGL,354.80,350.67
2026-09-21 14:59:49,MSFT,498.13,495.58
2026-09-21 15:00:19,AAPL,338.67,335.20
2026-09-21 15:00:19,GOOGL,354.84,350.67
2026-09-21 15:00:19,MSFT,498.01,495.58
2026-09-21 15:00:50,AAPL,338.55,335.20
2026-09-21 15:00:50,GOOGL,354.67,350.67
2026-09-21 15:00:50,MSFT,497.88,495.58
2026-09-21 15:01:20,AAPL,338.46,335.20
2026-09-21 15:01:20,GOOGL,354.78,350.67
2026-09-21 15:01:20,MSFT,497.88,495.58
2026-09-21 15:01:50,AAPL,338.44,335.20
2026-09-21 15:01:50,GOOGL,354.85,350.67
2026-09-21 15:01:50,MSFT,498.15,495.58
2026-09-21 15:02:21,AAPL,338.55,335.20
2026-09-21 15:02:21,GOOGL,354.58,350.67
2026-09-21 15:02:21,MSFT,498.99,495.58
2026-09-21 15:02:51,AAPL,338.46,335.20
2026-09-21 15:02:51,GOOGL,354.48,350.67
2026-09-21 15:02:51,MSFT,498.85,495.58
2026-09-21 15:03:22,AAPL,338.45,335.20
2026-09-21 15:03:22,GOOGL,354.51,350.67
2026-09-21 15:03:22,MSFT,498.63,495.58
2026-09-21 15:03:52,AAPL,338.31,335.20
2026-09-21 15:03:52,GOOGL,354.48,350.67
2026-09-21 15:03:52,MSFT,498.58,495.58
2026-09-21 15:04:22,AAPL,338.40,335.20
2026-09-21 15:04:22,GOOGL,354.67,350.67
2026-09-21 15:04:22,MSFT,498.65,495.58
2026-09-21 15:04:53,AAPL,338.31,335.20
2026-09-21 15:04:53,GOOGL,354.60,350.67
2026-09-21 15:04:53,MSFT,498.40,495.58
2026-09-21 15:05:23,AAPL,338.27,335.20
2026-09-21 15:05:23,GOOGL,354.71,350.67
2026-09-21 15:05:23,MSFT,498.35,495.58
2026-09-21 15:05:54,AAPL,338.36,335.20
2026-09-21 15:05:54,GOOGL,354.60,350.67
2026-09-21 15:05:54,MSFT,498.60,495.58
2026-09-21 15:06:24,AAPL,338.36,335.20
2026-09-21 15:06:24,GOOGL,354.42,350.67
2026-09-21 15:06:24,MSFT,498.36,495.58
2026-09-21 15:06:55,AAPL,338.57,335.20
2026-09-21 15:06:55,GOOGL,354.43,350.67
2026-09-21 15:06:55,MSFT,498.76,495.58
2026-09-21 15:07:25,AAPL,338.60,335.20
2026-09-21 15:07:25,GOOGL,354.17,350.67
2026-09-21 15:07:25,MSFT,498.80,495.58
2026-09-21 15:07:55,AAPL,338.50,335.20
2026-09-21 15:07:55,GOOGL,354.28,350.67
2026-09-21 15:07:55,MSFT,498.68,495.58
